Policy_ID,Customer_Age,Gender,City,State,Policy_Type,Premium_Amount,Sum_Assured,Policy_Term_Years,Payment_Mode,Policy_Status,Claim_Status,Claim_Amount,Agent_ID,Policy_Start_Date,Age_Group,Year,Month
LIC102831,47,Female,Jaipur,Rajasthan,Term,15400,285000,5,Single Premium,Active,Not Claimed,0,AG1195,2018-01-07,46-55,2018,2018-01
LIC102832,50,Female,Jaipur,Rajasthan,Endowment,40600,804000,20,Quarterly,Active,Not Claimed,0,AG1265,2020-08-30,46-55,2020,2020-08
LIC102833,27,Male,Kolkata,West Bengal,ULIP,60500,704000,10,Monthly,Active,Not Claimed,0,AG1268,2020-10-16,26-35,2020,2020-10
LIC102834,29,Male,Chandigarh,Chandigarh,Pension,71000,1278000,20,Yearly,Active,Not Claimed,0,AG1243,2018-04-14,26-35,2018,2018-04
LIC102835,35,Male,Jaipur,Rajasthan,Money Back,30600,408000,5,Monthly,Lapsed,Not Claimed,0,AG1165,2024-11-16,26-35,2024,2024-11
LIC102836,47,Female,Chandigarh,Chandigarh,Endowment,69600,1568000,20,Single Premium,Active,Not Claimed,0,AG1213,2022-06-06,46-55,2022,2022-06
LIC102837,25,Male,Coimbatore,Tamil Nadu,Micro Insurance,6100,123000,5,Yearly,Active,Not Claimed,0,AG1195,2025-12-05,18-25,2025,2025-12
LIC102838,32,Male,Hyderabad,Telangana,Endowment,44900,990000,12,Single Premium,Lapsed,Not Claimed,0,AG1056,2022-05-03,26-35,2022,2022-05
LIC102839,32,Female,Jaipur,Rajasthan,Endowment,41300,471000,12,Monthly,Active,Not Claimed,0,AG1105,2024-07-26,26-35,2024,2024-07
LIC102840,49,Female,Hyderabad,Telangana,Endowment,46400,398000,10,Monthly,Active,Not Claimed,0,AG1213,2024-08-10,46-55,2024,2024-08
LIC102841,45,Female,Indore,Madhya Pradesh,Term,22800,512000,15,Half-Yearly,Active,Claimed,247000,AG1154,2023-04-01,36-45,2023,2023-04
LIC102842,49,Female,Patna,Bihar,Endowment,60400,880000,12,Quarterly,Lapsed,Not Claimed,0,AG1216,2018-07-01,46-55,2018,2018-07
LIC102843,54,Other,Nagpur,Maharashtra,Pension,46000,509000,30,Quarterly,Matured,Claimed,215000,,2024-04-09,46-55,2024,2024-04
LIC102844,36,Male,Coimbatore,Tamil Nadu,Whole Life,28800,275000,20,Single Premium,Lapsed,Not Claimed,0,AG1181,2018-08-08,36-45,2018,2018-08
LIC102845,26,Female,Patna,Bihar,Endowment,67000,1124000,15,Yearly,Active,Not Claimed,0,AG1060,2021-05-16,26-35,2021,2021-05
LIC102846,26,Female,Indore,Madhya Pradesh,Pension,50400,532000,10,Yearly,Active,Not Claimed,0,AG1244,2023-03-07,26-35,2023,2023-03
LIC102847,19,Male,Nagpur,Maharashtra,Term,19500,344000,15,Monthly,Lapsed,Not Claimed,0,AG1226,2024-10-12,18-25,2024,2024-10
LIC102848,34,Male,Indore,Madhya Pradesh,Endowment,58200,1185000,10,Yearly,Active,Not Claimed,0,AG1032,2025-10-26,26-35,2025,2025-10
LIC102849,35,Female,Mumbai,Maharashtra,Money Back,31300,535000,20,Yearly,Active,Not Claimed,0,AG1175,2018-02-04,26-35,2018,2018-02
LIC102850,48,Male,Ahmedabad,Gujarat,Whole Life,34400,804000,15,Quarterly,Active,Not Claimed,0,AG1094,2019-11-06,46-55,2019,2019-11
LIC102851,39,Female,Bhopal,Madhya Pradesh,Term,23700,252000,20,Single Premium,Active,Not Claimed,0,AG1130,2025-12-19,36-45,2025,2025-12
LIC102852,34,Male,Coimbatore,Tamil Nadu,Endowment,59400,974000,15,Monthly,Active,Not Claimed,0,AG1151,2021-12-15,26-35,2021,2021-12
LIC102853,38,Male,Bhopal,Madhya Pradesh,Whole Life,16000,172000,30,Quarterly,Matured,Not Claimed,0,AG1297,2021-05-11,36-45,2021,2021-05
LIC102854,28,Male,Ahmedabad,Gujarat,Whole Life,24400,559000,10,Monthly,Active,Not Claimed,0,AG1252,2023-03-16,26-35,2023,2023-03
LIC102855,50,Male,Ahmedabad,Gujarat,Whole Life,26800,639000,5,Yearly,Active,Not Claimed,0,AG1139,2019-02-12,46-55,2019,2019-02
LIC102856,30,Female,Indore,Madhya Pradesh,Endowment,40600,601000,20,Half-Yearly,Active,Not Claimed,0,AG1271,2021-10-04,26-35,2021,2021-10
LIC102857,26,Male,Bhopal,Madhya Pradesh,Term,13900,183000,30,Quarterly,Matured,Claimed,74000,AG1112,2018-01-04,26-35,2018,2018-01
LIC102858,48,Male,Kanpur,Uttar Pradesh,Endowment,58500,746000,20,Monthly,Active,Not Claimed,0,AG1158,2018-12-27,46-55,2018,2018-12
LIC102859,45,Male,Mumbai,Maharashtra,Term,21200,479000,10,Monthly,Active,Not Claimed,0,AG1057,2023-05-24,36-45,2023,2023-05
LIC102860,20,Male,Indore,Madhya Pradesh,Pension,61600,1207000,15,Monthly,Lapsed,Not Claimed,0,AG1190,2026-04-26,18-25,2026,2026-04
LIC102861,48,Male,Hyderabad,Telangana,Money Back,54300,1247000,25,Quarterly,Active,Not Claimed,0,AG1033,2019-08-13,46-55,2019,2019-08
LIC102862,31,Female,Kolkata,West Bengal,Endowment,50800,508000,5,Monthly,Active,Not Claimed,0,AG1001,2021-10-13,26-35,2021,2021-10
LIC102863,35,Male,Ahmedabad,Gujarat,ULIP,47300,761000,10,Monthly,Active,Not Claimed,0,AG1131,2022-07-10,26-35,2022,2022-07
LIC102864,41,Male,Nagpur,Maharashtra,Money Back,39700,774000,20,Yearly,Lapsed,Not Claimed,0,AG1009,2023-03-05,36-45,2023,2023-03
LIC102865,45,Male,Indore,Madhya Pradesh,Endowment,41300,960000,25,Half-Yearly,Lapsed,Not Claimed,0,AG1032,2026-07-05,36-45,2026,2026-07
LIC102866,44,Male,Surat,Gujarat,Pension,36300,526000,20,Yearly,Active,Not Claimed,0,AG1077,2024-07-10,36-45,2024,2024-07
LIC102867,38,Male,Chandigarh,Chandigarh,Pension,65000,866000,30,Monthly,Lapsed,Not Claimed,0,AG1095,2024-05-21,36-45,2024,2024-05
LIC102868,34,Male,Surat,Gujarat,Whole Life,29300,689000,10,Quarterly,Lapsed,Not Claimed,0,AG1185,2020-11-25,26-35,2020,2020-11
LIC102869,44,Female,Varanasi,Uttar Pradesh,Term,13100,115000,15,Half-Yearly,Active,Not Claimed,0,AG1277,2019-01-30,36-45,2019,2019-01
LIC102870,38,Female,Kochi,Kerala,Money Back,43300,699000,20,Monthly,Active,Not Claimed,0,AG1023,2019-07-21,36-45,2019,2019-07
LIC102871,59,Female,Kochi,Kerala,ULIP,62900,994000,20,Monthly,Active,Not Claimed,0,AG1117,2020-12-08,56-65,2020,2020-12
LIC102872,45,Male,Delhi,Delhi,Term,11300,118000,20,Yearly,Matured,Claimed,78000,AG1030,2024-11-15,36-45,2024,2024-11
LIC102873,29,Male,Chennai,Tamil Nadu,Endowment,28600,421000,25,Single Premium,Active,Not Claimed,0,AG1074,2023-06-28,26-35,2023,2023-06
LIC102874,34,Male,Mumbai,Maharashtra,Pension,39400,799000,15,Monthly,Active,Not Claimed,0,AG1295,2024-07-30,26-35,2024,2024-07
LIC102875,40,Female,Chennai,Tamil Nadu,Term,20200,288000,5,Quarterly,Active,Not Claimed,0,AG1230,2024-07-18,36-45,2024,2024-07
LIC102876,53,Other,Kochi,Kerala,ULIP,78800,1045000,15,Single Premium,Active,Not Claimed,0,AG1263,2023-10-04,46-55,2023,2023-10
LIC102877,55,Male,Kolkata,West Bengal,Money Back,55100,1173000,20,Monthly,Matured,Claimed,864000,AG1039,2020-04-21,46-55,2020,2020-04
LIC102878,35,Male,Coimbatore,Tamil Nadu,Money Back,42600,1057000,10,Yearly,Active,Not Claimed,0,AG1104,2018-09-17,26-35,2018,2018-09
LIC102879,29,Female,Surat,Gujarat,Term,17800,378000,20,Single Premium,Matured,Claimed,202000,AG1194,2020-05-26,26-35,2020,2020-05
LIC102880,27,Female,Ahmedabad,Gujarat,Pension,77700,1740000,10,Single Premium,Active,Not Claimed,0,AG1143,2026-02-16,26-35,2026,2026-02
LIC102881,42,Female,Varanasi,Uttar Pradesh,Endowment,55400,1328000,5,Half-Yearly,Active,Not Claimed,0,AG1202,2022-07-24,36-45,2022,2022-07
LIC102882,64,Female,Chandigarh,Chandigarh,Money Back,51600,1116000,15,Monthly,Matured,Not Claimed,0,AG1207,2026-05-04,56-65,2026,2026-05
LIC102883,45,Female,Mumbai,Maharashtra,Whole Life,39400,972000,20,Monthly,Active,Not Claimed,0,AG1034,2020-07-03,36-45,2020,2020-07
LIC102884,21,Male,Bhopal,Madhya Pradesh,Whole Life,26800,555000,15,Yearly,Active,Not Claimed,0,AG1291,2021-01-16,18-25,2021,2021-01
LIC102885,31,Female,Coimbatore,Tamil Nadu,Pension,47200,908000,20,Yearly,Surrendered,Claimed,375000,AG1261,2020-06-22,26-35,2020,2020-06
LIC102886,32,Female,Surat,Gujarat,Money Back,20100,398000,15,Half-Yearly,Active,Not Claimed,0,AG1083,2021-09-05,26-35,2021,2021-09
LIC102887,30,Female,Jaipur,Rajasthan,Endowment,37700,878000,10,Yearly,Active,Not Claimed,0,AG1263,2024-05-06,26-35,2024,2024-05
LIC102888,35,Male,Hyderabad,Telangana,Pension,78600,1541000,10,Yearly,Active,Not Claimed,0,AG1238,2023-03-11,26-35,2023,2023-03
LIC102889,43,Male,Delhi,Delhi,Whole Life,34300,718000,20,Yearly,Active,Not Claimed,0,AG1172,2020-08-23,36-45,2020,2020-08
LIC102890,47,Male,Jaipur,Rajasthan,Endowment,49500,578000,15,Yearly,Lapsed,Not Claimed,0,AG1186,2021-02-23,46-55,2021,2021-02
LIC102891,51,Male,Lucknow,Uttar Pradesh,Term,28400,668000,25,Yearly,Surrendered,Claimed,461000,AG1042,2025-11-26,46-55,2025,2025-11
LIC102892,45,Female,Delhi,Delhi,Pension,59400,927000,15,Half-Yearly,Active,Not Claimed,0,AG1228,2024-02-11,36-45,2024,2024-02
LIC102893,18,Male,Coimbatore,Tamil Nadu,Endowment,33700,362000,15,Monthly,Lapsed,Not Claimed,0,AG1274,2018-12-31,18-25,2018,2018-12
LIC102894,27,Male,Patna,Bihar,Whole Life,30200,652000,15,Yearly,Matured,Not Claimed,0,,2019-12-21,26-35,2019,2019-12
LIC102895,37,Female,Indore,Madhya Pradesh,Money Back,26800,377000,10,Half-Yearly,Active,Not Claimed,0,AG1132,2020-10-28,36-45,2020,2020-10
LIC102896,41,Male,Lucknow,Uttar Pradesh,Term,20300,226000,20,Quarterly,Active,Not Claimed,0,AG1097,2019-10-16,36-45,2019,2019-10
LIC102897,48,Male,Nagpur,Maharashtra,Whole Life,27400,339000,20,Yearly,Active,Not Claimed,0,AG1053,2023-01-14,46-55,2023,2023-01
LIC102898,39,Male,Kochi,Kerala,Term,24500,211000,20,Yearly,Surrendered,Not Claimed,0,AG1277,2026-01-28,36-45,2026,2026-01
LIC102899,40,Male,Coimbatore,Tamil Nadu,Endowment,38600,368000,10,Single Premium,Surrendered,Claimed,325000,AG1194,2021-10-11,36-45,2021,2021-10
LIC102900,42,Male,Jaipur,Rajasthan,Money Back,31000,560000,12,Monthly,Active,Not Claimed,0,AG1173,2026-05-24,36-45,2026,2026-05
LIC102901,36,Female,Hyderabad,Telangana,Endowment,41200,936000,10,Yearly,Matured,Not Claimed,0,AG1193,2018-11-19,36-45,2018,2018-11
LIC102902,40,Male,Bengaluru,Karnataka,ULIP,61100,955000,12,Monthly,Active,Not Claimed,0,AG1145,2020-06-24,36-45,2020,2020-06
LIC102903,51,Female,Varanasi,Uttar Pradesh,Pension,40800,761000,15,Yearly,Active,Not Claimed,0,AG1145,2023-11-20,46-55,2023,2023-11
LIC102904,38,Male,Pune,Maharashtra,ULIP,46600,1014000,30,Monthly,Surrendered,Not Claimed,0,AG1276,2020-03-05,36-45,2020,2020-03
LIC102905,39,Male,Delhi,Delhi,Term,19400,273000,20,Yearly,Active,Not Claimed,0,AG1260,2022-01-29,36-45,2022,2022-01
LIC102906,39,Male,Pune,Maharashtra,Term,27400,524000,20,Yearly,Active,Not Claimed,0,AG1015,2021-12-23,36-45,2021,2021-12
LIC102907,53,Male,Bengaluru,Karnataka,Money Back,21600,301000,12,Quarterly,Active,Claimed,206000,AG1283,2023-10-24,46-55,2023,2023-10
LIC102908,27,Male,Kanpur,Uttar Pradesh,Pension,57000,1079000,10,Single Premium,Active,Claimed,805000,AG1216,2021-01-28,26-35,2021,2021-01
LIC102909,59,Male,Ahmedabad,Gujarat,Pension,55500,649000,12,Yearly,Active,Not Claimed,0,AG1276,2020-01-14,56-65,2020,2020-01
LIC102910,26,Male,Delhi,Delhi,Pension,41800,1029000,12,Quarterly,Active,Not Claimed,0,AG1108,2024-04-02,26-35,2024,2024-04
LIC102911,32,Male,Chandigarh,Chandigarh,Endowment,34700,323000,20,Monthly,Matured,Claimed,236000,AG1256,2021-07-16,26-35,2021,2021-07
LIC102912,47,Male,Jaipur,Rajasthan,Endowment,43400,720000,15,Quarterly,Matured,Not Claimed,0,AG1079,2020-06-06,46-55,2020,2020-06
LIC102913,50,Male,Bhopal,Madhya Pradesh,Money Back,50500,650000,25,Quarterly,Active,Not Claimed,0,AG1018,2021-07-01,46-55,2021,2021-07
LIC102914,24,Female,Bengaluru,Karnataka,Term,15500,282000,30,Yearly,Active,Not Claimed,0,AG1213,2019-12-28,18-25,2019,2019-12
LIC102915,27,Female,Patna,Bihar,Term,28600,437000,15,Single Premium,Active,Not Claimed,0,AG1209,2020-03-21,26-35,2020,2020-03
LIC102916,42,Male,Mumbai,Maharashtra,Pension,62000,819000,20,Monthly,Active,Not Claimed,0,AG1011,2018-11-25,36-45,2018,2018-11
LIC102917,65,Male,Indore,Madhya Pradesh,Endowment,60400,740000,20,Half-Yearly,Active,Not Claimed,0,AG1146,2025-11-23,56-65,2025,2025-11
LIC102918,53,Female,Surat,Gujarat,Endowment,48800,542000,10,Half-Yearly,Active,Not Claimed,0,AG1035,2023-01-06,46-55,2023,2023-01
LIC102919,36,Male,Kolkata,West Bengal,Term,25400,541000,25,Monthly,Active,Not Claimed,0,AG1055,2024-08-14,36-45,2024,2024-08
LIC102920,18,Female,Chandigarh,Chandigarh,Pension,69800,822000,10,Quarterly,Active,Not Claimed,0,AG1028,2018-09-16,18-25,2018,2018-09
LIC102921,40,Male,Pune,Maharashtra,Money Back,27600,584000,20,Quarterly,Active,Not Claimed,0,AG1164,2024-03-25,36-45,2024,2024-03
LIC102922,43,Female,Patna,Bihar,Whole Life,27000,439000,15,Half-Yearly,Active,Not Claimed,0,AG1109,2019-01-12,36-45,2019,2019-01
LIC102923,35,Male,Kochi,Kerala,Pension,57300,529000,15,Yearly,Lapsed,Not Claimed,0,AG1024,2018-05-25,26-35,2018,2018-05
LIC102924,30,Female,Chennai,Tamil Nadu,Endowment,54600,590000,15,Yearly,Lapsed,Not Claimed,0,AG1161,2023-10-29,26-35,2023,2023-10
LIC102925,41,Male,Bengaluru,Karnataka,Whole Life,29600,686000,25,Monthly,Active,Not Claimed,0,AG1165,2026-07-08,36-45,2026,2026-07
LIC102926,29,Male,Indore,Madhya Pradesh,Term,14600,266000,10,Yearly,Lapsed,Not Claimed,0,AG1272,2025-07-16,26-35,2025,2025-07
LIC102927,60,Male,Jaipur,Rajasthan,Term,23900,266000,10,Yearly,Active,Not Claimed,0,AG1112,2019-12-10,56-65,2019,2019-12
LIC102928,56,Male,Pune,Maharashtra,Pension,90900,1815000,15,Yearly,Active,Not Claimed,0,AG1073,2023-11-15,56-65,2023,2023-11
LIC102929,46,Female,Bhopal,Madhya Pradesh,ULIP,59500,1309000,10,Quarterly,Lapsed,Not Claimed,0,AG1050,2018-09-03,46-55,2018,2018-09
LIC102930,40,Male,Delhi,Delhi,Endowment,31300,426000,20,Yearly,Active,Not Claimed,0,AG1111,2018-11-29,36-45,2018,2018-11
LIC102931,32,Female,Bengaluru,Karnataka,Endowment,43300,756000,20,Yearly,Active,Not Claimed,0,AG1013,2022-05-31,26-35,2022,2022-05
LIC102932,39,Male,Bengaluru,Karnataka,Money Back,47000,610000,25,Quarterly,Active,Not Claimed,0,AG1071,2025-09-13,36-45,2025,2025-09
LIC102933,57,Female,Bhopal,Madhya Pradesh,Term,22100,207000,20,Quarterly,Matured,Claimed,68000,AG1201,2018-10-05,56-65,2018,2018-10
LIC102934,49,Male,Surat,Gujarat,Endowment,69800,1032000,25,Single Premium,Active,Not Claimed,0,AG1291,2023-07-17,46-55,2023,2023-07
LIC102935,41,Female,Jaipur,Rajasthan,Endowment,57400,1192000,20,Yearly,Lapsed,Not Claimed,0,AG1024,2026-06-07,36-45,2026,2026-06
LIC102936,49,Female,Ahmedabad,Gujarat,Endowment,48200,761000,25,Single Premium,Surrendered,Claimed,327000,AG1214,2021-10-19,46-55,2021,2021-10
LIC102937,45,Male,Patna,Bihar,ULIP,58900,877000,10,Yearly,Active,Not Claimed,0,AG1295,2022-10-01,36-45,2022,2022-10
LIC102938,43,Female,Kanpur,Uttar Pradesh,Endowment,27500,391000,15,Half-Yearly,Active,Not Claimed,0,AG1147,2018-09-09,36-45,2018,2018-09
LIC102939,50,Female,Chennai,Tamil Nadu,Term,29800,471000,30,Monthly,Active,Claimed,381000,AG1174,2023-07-25,46-55,2023,2023-07
LIC102940,45,Male,Mumbai,Maharashtra,Money Back,36800,493000,20,Quarterly,Active,Not Claimed,0,AG1005,2026-01-22,36-45,2026,2026-01
LIC102941,48,Male,Hyderabad,Telangana,Pension,49600,913000,25,Single Premium,Active,Not Claimed,0,AG1007,2023-06-29,46-55,2023,2023-06
LIC102942,41,Male,Delhi,Delhi,Endowment,38600,351000,5,Quarterly,Lapsed,Not Claimed,0,AG1211,2023-08-28,36-45,2023,2023-08
LIC102943,36,Female,Kolkata,West Bengal,Term,20700,450000,25,Monthly,Active,Not Claimed,0,AG1271,2024-09-03,36-45,2024,2024-09
LIC102944,33,Male,Hyderabad,Telangana,Endowment,30600,335000,20,Yearly,Surrendered,Not Claimed,0,AG1276,2021-06-30,26-35,2021,2021-06
LIC102945,32,Male,Chennai,Tamil Nadu,ULIP,39500,741000,10,Yearly,Active,Not Claimed,0,AG1240,2020-10-24,26-35,2020,2020-10
LIC102946,21,Male,Kolkata,West Bengal,Money Back,35500,556000,5,Quarterly,Lapsed,Not Claimed,0,AG1004,2021-10-28,18-25,2021,2021-10
LIC102947,29,Male,Mumbai,Maharashtra,Pension,40300,852000,12,Quarterly,Active,Not Claimed,0,AG1202,2021-12-19,26-35,2021,2021-12
LIC102948,29,Female,Mumbai,Maharashtra,Pension,52700,1162000,25,Half-Yearly,Active,Claimed,881000,AG1106,2025-08-28,26-35,2025,2025-08
LIC102949,33,Female,Surat,Gujarat,ULIP,44100,506000,20,Monthly,Lapsed,Not Claimed,0,AG1040,2021-04-17,26-35,2021,2021-04
LIC102950,56,Male,Varanasi,Uttar Pradesh,Whole Life,58700,1145000,25,Yearly,Active,Not Claimed,0,AG1065,2018-01-12,56-65,2018,2018-01
LIC102951,37,Male,Coimbatore,Tamil Nadu,Money Back,44800,503000,15,Quarterly,Active,Not Claimed,0,AG1035,2023-03-19,36-45,2023,2023-03
LIC102952,42,Female,Lucknow,Uttar Pradesh,Term,23600,239000,25,Yearly,Active,Not Claimed,0,AG1044,2021-08-09,36-45,2021,2021-08
LIC102953,42,Male,Kochi,Kerala,Micro Insurance,5500,131000,15,Yearly,Active,Not Claimed,0,AG1263,2020-02-09,36-45,2020,2020-02
LIC102954,56,Male,Bengaluru,Karnataka,Endowment,103100,1113000,10,Yearly,Lapsed,Not Claimed,0,AG1150,2024-04-25,56-65,2024,2024-04
LIC102955,33,Male,Patna,Bihar,Term,15900,189000,10,Quarterly,Surrendered,Not Claimed,0,AG1279,2019-03-05,26-35,2019,2019-03
LIC102956,37,Male,Surat,Gujarat,Whole Life,25200,257000,30,Half-Yearly,Active,Not Claimed,0,AG1065,2025-03-29,36-45,2025,2025-03
LIC102957,38,Male,Patna,Bihar,Endowment,53000,848000,15,Quarterly,Active,Not Claimed,0,AG1276,2024-05-31,36-45,2024,2024-05
LIC102958,52,Female,Chandigarh,Chandigarh,Money Back,45800,1082000,10,Quarterly,Active,Not Claimed,0,AG1032,2021-09-18,46-55,2021,2021-09
LIC102959,54,Male,Chandigarh,Chandigarh,Money Back,35200,440000,5,Yearly,Surrendered,Claimed,320000,AG1164,2023-05-28,46-55,2023,2023-05
LIC102960,44,Female,Pune,Maharashtra,Money Back,73800,1270000,12,Half-Yearly,Matured,Not Claimed,0,AG1161,2024-03-03,36-45,2024,2024-03
LIC102961,53,Male,Kolkata,West Bengal,Pension,76700,1150000,25,Yearly,Active,Not Claimed,0,AG1082,2024-03-19,46-55,2024,2024-03
LIC102962,41,Male,Ahmedabad,Gujarat,Endowment,45100,618000,15,Monthly,Active,Not Claimed,0,AG1265,2022-04-03,36-45,2022,2022-04
LIC102963,37,Female,Delhi,Delhi,Money Back,72200,1280000,20,Monthly,Active,Not Claimed,0,AG1042,2020-11-02,36-45,2020,2020-11
LIC102964,52,Male,Kanpur,Uttar Pradesh,Money Back,54400,952000,25,Single Premium,Active,Not Claimed,0,AG1199,2021-07-17,46-55,2021,2021-07
LIC102965,44,Male,Varanasi,Uttar Pradesh,Whole Life,33100,467000,15,Half-Yearly,Active,Not Claimed,0,AG1207,2023-09-19,36-45,2023,2023-09
LIC102966,31,Male,Bhopal,Madhya Pradesh,ULIP,98500,2212000,25,Half-Yearly,Active,Not Claimed,0,AG1110,2024-12-27,26-35,2024,2024-12
LIC102967,50,Male,Pune,Maharashtra,Endowment,59600,531000,12,Half-Yearly,Active,Not Claimed,0,AG1132,2025-04-02,46-55,2025,2025-04
LIC102968,37,Female,Mumbai,Maharashtra,Whole Life,36500,345000,30,Monthly,Active,Not Claimed,0,AG1231,2025-04-14,36-45,2025,2025-04
LIC102969,35,Male,Chennai,Tamil Nadu,Term,16200,402000,10,Yearly,Active,Not Claimed,0,AG1072,2022-10-21,26-35,2022,2022-10
LIC102970,49,Female,Chandigarh,Chandigarh,Pension,56800,1176000,20,Monthly,Active,Not Claimed,0,AG1124,2021-08-20,46-55,2021,2021-08
LIC102971,38,Male,Indore,Madhya Pradesh,Endowment,38800,841000,20,Half-Yearly,Active,Not Claimed,0,AG1197,2019-06-06,36-45,2019,2019-06
LIC102972,43,Male,Kochi,Kerala,ULIP,85300,1556000,10,Half-Yearly,Active,Not Claimed,0,AG1279,2021-02-18,36-45,2021,2021-02
LIC102973,46,Female,Kolkata,West Bengal,Term,13000,197000,15,Yearly,Active,Not Claimed,0,AG1107,2022-08-26,46-55,2022,2022-08
LIC102974,30,Female,Bengaluru,Karnataka,Endowment,61600,1152000,12,Half-Yearly,Matured,Claimed,389000,AG1143,2022-08-15,26-35,2022,2022-08
LIC102975,43,Male,Patna,Bihar,Money Back,30900,296000,10,Monthly,Active,Not Claimed,0,AG1051,2024-06-10,36-45,2024,2024-06
LIC102976,54,Male,Indore,Madhya Pradesh,Pension,58000,1211000,20,Half-Yearly,Lapsed,Not Claimed,0,AG1123,2022-01-22,46-55,2022,2022-01
LIC102977,28,Male,Chennai,Tamil Nadu,Money Back,33100,569000,30,Monthly,Active,Not Claimed,0,AG1050,2025-03-28,26-35,2025,2025-03
LIC102978,44,Male,Nagpur,Maharashtra,Pension,46000,1116000,15,Monthly,Active,Not Claimed,0,AG1281,2024-02-28,36-45,2024,2024-02
LIC102979,30,Female,Patna,Bihar,Money Back,43700,823000,15,Monthly,Matured,Not Claimed,0,AG1039,2025-02-22,26-35,2025,2025-02
LIC102980,50,Female,Lucknow,Uttar Pradesh,Money Back,42400,449000,5,Half-Yearly,Active,Not Claimed,0,AG1269,2024-09-25,46-55,2024,2024-09
LIC102981,50,Male,Coimbatore,Tamil Nadu,Term,17600,284000,10,Monthly,Active,Not Claimed,0,AG1166,2018-08-08,46-55,2018,2018-08
LIC102982,35,Female,Kochi,Kerala,ULIP,54300,488000,15,Half-Yearly,Active,Not Claimed,0,AG1036,2022-06-21,26-35,2022,2022-06
LIC102983,63,Male,Pune,Maharashtra,Endowment,46200,955000,30,Single Premium,Matured,Not Claimed,0,AG1109,2024-06-29,56-65,2024,2024-06
LIC102984,51,Male,Surat,Gujarat,Pension,49200,813000,25,Yearly,Active,Not Claimed,0,AG1243,2019-09-03,46-55,2019,2019-09
LIC102985,47,Male,Lucknow,Uttar Pradesh,Pension,36100,516000,15,Monthly,Active,Not Claimed,0,AG1124,2024-07-15,46-55,2024,2024-07
LIC102986,46,Female,Kolkata,West Bengal,Pension,47900,1172000,15,Monthly,Active,Not Claimed,0,AG1223,2018-05-14,46-55,2018,2018-05
LIC102987,50,Female,Kolkata,West Bengal,Money Back,48800,1171000,15,Yearly,Active,Not Claimed,0,AG1019,2020-04-07,46-55,2020,2020-04
LIC102988,28,Male,Lucknow,Uttar Pradesh,Whole Life,30300,733000,20,Yearly,Active,Not Claimed,0,AG1037,2020-04-28,26-35,2020,2020-04
LIC102989,41,Male,Kolkata,West Bengal,ULIP,92700,1090000,20,Monthly,Active,Not Claimed,0,AG1217,2018-05-27,36-45,2018,2018-05
LIC102990,43,Female,Bengaluru,Karnataka,Term,41000,836000,20,Yearly,Active,Not Claimed,0,AG1101,2023-06-04,36-45,2023,2023-06
LIC102991,35,Male,Pune,Maharashtra,Whole Life,26300,633000,5,Half-Yearly,Active,Claimed,527000,AG1193,2019-03-09,26-35,2019,2019-03
LIC102992,44,Male,Chennai,Tamil Nadu,Term,15800,280000,30,Half-Yearly,Lapsed,Not Claimed,0,AG1085,2024-08-31,36-45,2024,2024-08
LIC102993,53,Female,Kochi,Kerala,Money Back,60100,700000,10,Single Premium,Matured,Not Claimed,0,AG1233,2026-07-03,46-55,2026,2026-07
LIC102994,34,Female,Jaipur,Rajasthan,Term,19800,434000,15,Yearly,Matured,Claimed,174000,AG1039,2018-03-03,26-35,2018,2018-03
LIC102995,38,Male,Chandigarh,Chandigarh,Term,25600,588000,25,Yearly,Active,Not Claimed,0,AG1042,2024-10-27,36-45,2024,2024-10
LIC102996,30,Male,Indore,Madhya Pradesh,Endowment,47000,938000,15,Quarterly,Active,Not Claimed,0,AG1190,2024-02-22,26-35,2024,2024-02
LIC102997,19,Male,Surat,Gujarat,Endowment,39800,517000,10,Half-Yearly,Matured,Not Claimed,0,AG1107,2018-03-28,18-25,2018,2018-03
LIC102998,48,Male,Varanasi,Uttar Pradesh,Whole Life,32900,370000,10,Half-Yearly,Active,Not Claimed,0,AG1157,2020-06-09,46-55,2020,2020-06
LIC102999,39,Female,Chandigarh,Chandigarh,Term,21300,396000,20,Quarterly,Active,Not Claimed,0,AG1225,2021-07-01,36-45,2021,2021-07
LIC103000,40,Male,Indore,Madhya Pradesh,Money Back,36000,583000,10,Half-Yearly,Matured,Claimed,451000,AG1018,2021-02-24,36-45,2021,2021-02
LIC103001,28,Female,Kanpur,Uttar Pradesh,Term,25300,490000,15,Monthly,Active,Not Claimed,0,AG1060,2021-03-31,26-35,2021,2021-03
LIC103002,37,Male,Chennai,Tamil Nadu,Money Back,25600,253000,12,Monthly,Active,Not Claimed,0,AG1142,2026-02-20,36-45,2026,2026-02
LIC103003,51,Male,Kolkata,West Bengal,Whole Life,50200,518000,20,Quarterly,Active,Not Claimed,0,AG1118,2021-09-01,46-55,2021,2021-09
LIC103004,39,Male,Kolkata,West Bengal,Money Back,22300,316000,10,Yearly,Lapsed,Not Claimed,0,AG1168,2024-01-29,36-45,2024,2024-01
LIC103005,39,Female,Jaipur,Rajasthan,ULIP,56800,704000,20,Yearly,Active,Not Claimed,0,AG1192,2019-02-03,36-45,2019,2019-02
